Timestamp,Emotion
2025-11-19 10:40:57,Angry
2025-11-19 10:40:59,Happy
2025-11-19 10:40:59,Neutral
2025-11-19 10:40:59,Happy
2025-11-19 10:41:00,Happy
2025-11-19 10:41:00,Happy
2025-11-19 10:41:00,Happy
2025-11-19 10:41:00,Happy
2025-11-19 10:41:01,Happy
2025-11-19 10:41:01,Happy
2025-11-19 10:41:01,Happy
2025-11-19 10:41:01,Happy
2025-11-19 10:41:01,Happy
2025-11-19 10:41:02,Happy
2025-11-19 10:41:02,Neutral
2025-11-19 10:41:02,Happy
2025-11-19 10:41:02,Neutral
2025-11-19 10:41:02,Neutral
2025-11-19 10:41:03,Sad
2025-11-19 10:41:03,Sad
2025-11-19 10:41:03,Neutral
2025-11-19 10:41:03,Neutral
2025-11-19 10:41:03,Neutral
2025-11-19 10:41:03,Happy
2025-11-19 10:41:04,Happy
2025-11-19 10:41:04,Fear
2025-11-19 10:41:04,Neutral
2025-11-19 10:41:04,Happy
2025-11-19 10:41:07,Happy
2025-11-19 10:41:07,Neutral
2025-11-19 10:41:08,Happy
2025-11-19 10:41:08,Happy
2025-11-19 10:41:12,Happy
2025-11-19 10:41:12,Happy
2025-11-19 10:41:12,Sad
2025-11-19 10:41:14,Neutral
2025-11-19 10:41:15,Neutral
2025-11-19 10:41:15,Neutral
2025-11-19 10:41:15,Neutral
2025-11-19 10:41:15,Neutral
2025-11-19 10:41:15,Neutral
2025-11-19 10:41:16,Neutral
2025-11-19 10:41:16,Neutral
2025-11-19 10:41:16,Neutral
2025-11-19 10:41:16,Neutral
2025-11-19 10:41:16,Neutral
2025-11-19 10:41:17,Neutral
2025-11-19 10:41:17,Neutral
2025-11-19 10:41:17,Neutral
2025-11-19 10:41:20,Happy
2025-11-19 10:41:21,Happy
2025-11-19 10:41:21,Neutral
2025-11-19 10:41:21,Happy
2025-11-19 10:41:21,Happy
2025-11-19 10:41:22,Happy
2025-11-19 10:41:22,Happy
2025-11-19 10:41:22,Happy
2025-11-19 10:41:22,Happy
2025-11-19 10:41:22,Happy
2025-11-19 10:41:23,Happy
2025-11-19 10:41:23,Happy
2025-11-19 10:41:24,Fear
2025-11-19 10:41:25,Happy
2025-11-19 10:41:25,Happy
2025-11-19 10:41:25,Neutral
2025-11-19 10:41:25,Neutral
2025-11-19 10:41:25,Neutral
2025-11-19 10:41:26,Neutral
2025-11-19 10:41:26,Neutral
2025-11-19 10:41:26,Neutral
2025-11-19 10:41:26,Neutral
2025-11-19 10:41:32,Happy
2025-11-19 10:41:33,Happy
2025-11-19 10:41:33,Happy
2025-11-19 10:41:33,Happy
2025-11-19 10:41:33,Neutral
2025-11-19 10:41:34,Neutral
2025-11-19 10:41:34,Happy
2025-11-19 10:41:35,Sad
2025-11-19 10:41:35,Neutral
2025-11-19 10:41:35,Neutral
2025-11-19 10:41:36,Neutral
2025-11-19 10:41:36,Neutral
2025-11-19 10:41:36,Neutral
2025-11-19 10:41:36,Neutral
2025-11-19 10:41:36,Neutral
2025-11-19 10:41:37,Neutral
2025-11-19 10:41:37,Neutral
2025-11-19 10:41:37,Neutral
2025-11-19 10:41:37,Neutral
2025-11-19 10:41:37,Neutral
2025-11-19 10:41:37,Neutral
2025-11-19 10:41:38,Neutral
2025-11-19 10:41:38,Neutral
2025-11-19 10:41:38,Neutral
2025-11-19 10:41:38,Neutral
2025-11-19 10:41:38,Neutral
2025-11-19 10:41:39,Neutral
2025-11-19 10:41:39,Neutral
2025-11-19 10:41:39,Neutral
2025-11-19 10:41:39,Neutral
2025-11-19 10:41:39,Neutral
2025-11-19 10:41:40,Neutral
2025-11-19 10:41:40,Neutral
2025-11-19 10:41:40,Neutral
2025-11-19 10:41:40,Neutral
2025-11-19 10:41:40,Neutral
2025-11-19 10:41:41,Neutral
2025-11-19 10:41:41,Neutral
2025-11-19 10:41:41,Neutral
2025-11-19 10:41:41,Neutral
2025-11-19 10:41:41,Neutral
